"Participant","Dataset","Illusion_Type","Block","Trial","Illusion_Difference","Illusion_Strength","ISI","Error","RT","Response"
"IllusionGamePCS_S328","IllusionGamePCS","Ebbinghaus","A",38,-0.20566,-0.15,0.693,0,1.113,"right"
"IllusionGamePCS_S328","IllusionGamePCS","Ebbinghaus","A",39,-0.09684,-0.45,1.053,0,1.305,"right"
"IllusionGamePCS_S328","IllusionGamePCS","Ebbinghaus","A",40,0.20566,0.15,0.648,0,1.054,"left"
"IllusionGamePCS_S328","IllusionGamePCS","Ebbinghaus","A",41,-0.3383,1.05,0.7,0,1.505,"right"
"IllusionGamePCS_S328","IllusionGamePCS","Ebbinghaus","A",42,0.5,-0.45,0.962,0,0.733,"left"
"IllusionGamePCS_S328","IllusionGamePCS","Ebbinghaus","A",43,0.20566,1.35,0.665,0,1.958,"left"
"IllusionGamePCS_S328","IllusionGamePCS","Ebbinghaus","A",44,-0.5,-1.35,0.711,0,0.656,"right"
"IllusionGamePCS_S328","IllusionGamePCS","Ebbinghaus","A",45,0.09684,0.45,0.885,1,2.736,"right"
"IllusionGamePCS_S328","IllusionGamePCS","Ebbinghaus","A",46,0.09684,0.15,0.864,0,2.39,"left"
"IllusionGamePCS_S328","IllusionGamePCS","Ebbinghaus","A",47,0.09684,0.75,1.082,1,1.772,"right"
"IllusionGamePCS_S328","IllusionGamePCS","Ebbinghaus","A",48,0.5,-0.15,1.003,0,0.851,"left"
"IllusionGamePCS_S328","IllusionGamePCS","Ebbinghaus","A",49,0.3383,0.75,1.098,0,1.036,"left"
"IllusionGamePCS_S328","IllusionGamePCS","Ebbinghaus","A",50,0.20566,0.45,0.832,0,2.182,"left"
"IllusionGamePCS_S328","IllusionGamePCS","Ebbinghaus","A",51,-0.09684,-1.05,1.023,0,0.688,"right"
"IllusionGamePCS_S328","IllusionGamePCS","Ebbinghaus","A",52,0.5,0.75,1.044,0,0.874,"left"
"IllusionGamePCS_S328","IllusionGamePCS","Ebbinghaus","A",53,0.3383,0.45,0.768,0,1.167,"left"
"IllusionGamePCS_S328","IllusionGamePCS","Ebbinghaus","A",54,-0.20566,0.15,0.826,0,0.741,"right"
"IllusionGamePCS_S328","IllusionGamePCS","Ebbinghaus","A",55,-0.5,-0.45,0.943,0,0.703,"right"
"IllusionGamePCS_S328","IllusionGamePCS","Ebbinghaus","A",56,-0.20566,-0.45,0.819,0,1.212,"right"
"IllusionGamePCS_S328","IllusionGamePCS","Ebbinghaus","A",57,-0.5,0.75,1.014,0,0.632,"right"
"IllusionGamePCS_S328","IllusionGamePCS","Ebbinghaus","A",58,0.20566,-1.35,1.034,0,0.756,"left"
"IllusionGamePCS_S328","IllusionGamePCS","Ebbinghaus","A",59,-0.3383,0.15,0.683,0,0.859,"right"
"IllusionGamePCS_S328","IllusionGamePCS","Ebbinghaus","A",60,-0.09684,1.05,1.096,0,1.703,"right"
"IllusionGamePCS_S328","IllusionGamePCS","Ebbinghaus","A",61,-0.20566,1.35,0.677,0,1.434,"right"
"IllusionGamePCS_S328","IllusionGamePCS","Ebbinghaus","A",62,0.3383,0.15,0.824,0,0.959,"left"
"IllusionGamePCS_S328","IllusionGamePCS","Ebbinghaus","A",63,0.5,1.35,0.738,0,0.723,"left"
"IllusionGamePCS_S328","IllusionGamePCS","Ebbinghaus","A",64,0.5,-0.75,0.926,0,0.961,"left"
"IllusionGamePCS_S328","IllusionGamePCS","Ebbinghaus","A",65,0.3383,-0.45,1.044,0,0.971,"left"
"IllusionGamePCS_S328","IllusionGamePCS","Ebbinghaus","A",66,0.3383,-0.15,0.873,0,0.83,"left"
"IllusionGamePCS_S328","IllusionGamePCS","Ebbinghaus","A",67,0.09684,-1.05,1.072,0,1.246,"left"
"IllusionGamePCS_S328","IllusionGamePCS","Ebbinghaus","A",68,-0.09684,-1.35,0.788,0,0.682,"right"
"IllusionGamePCS_S328","IllusionGamePCS","Ebbinghaus","A",69,0.5,-1.05,0.64,0,0.934,"left"
"IllusionGamePCS_S328","IllusionGamePCS","Ebbinghaus","A",70,0.5,1.05,0.834,0,0.845,"left"
"IllusionGamePCS_S328","IllusionGamePCS","Ebbinghaus","A",71,0.5,0.45,0.624,0,0.934,"left"
"IllusionGamePCS_S328","IllusionGamePCS","Ebbinghaus","A",72,0.09684,1.05,1.023,1,0.655,"right"
"IllusionGamePCS_S328","IllusionGamePCS","Ebbinghaus","A",73,-0.3383,-0.75,0.763,0,0.812,"right"
"IllusionGamePCS_S328","IllusionGamePCS","Ebbinghaus","A",74,0.20566,-0.45,1.062,0,1.146,"left"
"IllusionGamePCS_S328","IllusionGamePCS","Ebbinghaus","A",75,0.09684,-1.35,1.045,0,1.344,"left"
"IllusionGamePCS_S328","IllusionGamePCS","Ebbinghaus","A",76,-0.3383,-0.45,0.854,0,0.744,"right"
"IllusionGamePCS_S328","IllusionGamePCS","Ebbinghaus","A",77,0.09684,-0.45,0.788,0,1.099,"left"
"IllusionGamePCS_S328","IllusionGamePCS","Ebbinghaus","A",78,-0.5,0.15,0.772,0,0.738,"right"
"IllusionGamePCS_S328","IllusionGamePCS","Ebbinghaus","A",79,0.20566,0.75,0.658,0,0.884,"left"
"IllusionGamePCS_S328","IllusionGamePCS","Ebbinghaus","A",80,0.5,0.15,0.939,0,0.94,"left"
"IllusionGamePCS_S328","IllusionGamePCS","VerticalHorizontal","A",1,-0.20298,31.5,1.015,0,1.947,"right"
"IllusionGamePCS_S328","IllusionGamePCS","VerticalHorizontal","A",2,0.0581,-13.5,0.674,0,0.588,"left"
"IllusionGamePCS_S328","IllusionGamePCS","VerticalHorizontal","A",3,-0.20298,22.5,1.04,1,0.694,"left"
"IllusionGamePCS_S328","IllusionGamePCS","VerticalHorizontal","A",4,-0.3,13.5,0.635,0,0.684,"right"
"IllusionGamePCS_S328","IllusionGamePCS","VerticalHorizontal","A",5,-0.20298,-13.5,0.987,0,0.812,"right"
"IllusionGamePCS_S328","IllusionGamePCS","VerticalHorizontal","A",6,-0.3,-31.5,1.075,0,0.587,"right"
"IllusionGamePCS_S328","IllusionGamePCS","VerticalHorizontal","A",7,0.12339,-22.5,0.702,0,1.584,"left"
"IllusionGamePCS_S328","IllusionGamePCS","VerticalHorizontal","A",8,-0.0581,13.5,0.674,0,1.612,"right"
"IllusionGamePCS_S328","IllusionGamePCS","VerticalHorizontal","A",9,0.20298,-31.5,0.862,0,0.617,"left"
"IllusionGamePCS_S328","IllusionGamePCS","VerticalHorizontal","A",10,-0.12339,22.5,0.972,0,3.072,"right"
"IllusionGamePCS_S328","IllusionGamePCS","VerticalHorizontal","A",11,0.20298,-4.5,0.701,0,0.625,"left"
"IllusionGamePCS_S328","IllusionGamePCS","VerticalHorizontal","A",12,0.12339,13.5,0.926,0,1.048,"left"
"IllusionGamePCS_S328","IllusionGamePCS","VerticalHorizontal","A",13,-0.12339,-40.5,1.012,0,0.65,"right"
"IllusionGamePCS_S328","IllusionGamePCS","VerticalHorizontal","A",14,-0.12339,-4.5,0.952,0,1.118,"right"
"IllusionGamePCS_S328","IllusionGamePCS","VerticalHorizontal","A",15,-0.20298,-22.5,0.603,0,0.844,"right"
"IllusionGamePCS_S328","IllusionGamePCS","VerticalHorizontal","A",16,-0.3,-13.5,0.61,0,0.591,"right"
"IllusionGamePCS_S328","IllusionGamePCS","VerticalHorizontal","A",17,-0.12339,4.5,0.701,0,1.385,"right"
"IllusionGamePCS_S328","IllusionGamePCS","VerticalHorizontal","A",18,-0.3,-40.5,0.973,0,0.698,"right"
"IllusionGamePCS_S328","IllusionGamePCS","VerticalHorizontal","A",19,0.20298,13.5,0.934,0,0.776,"left"
"IllusionGamePCS_S328","IllusionGamePCS","VerticalHorizontal","A",20,0.12339,-31.5,0.679,0,0.656,"left"
"IllusionGamePCS_S328","IllusionGamePCS","VerticalHorizontal","A",21,-0.0581,-13.5,0.99,0,2.215,"right"
"IllusionGamePCS_S328","IllusionGamePCS","VerticalHorizontal","A",22,-0.20298,13.5,0.779,0,0.745,"right"
"IllusionGamePCS_S328","IllusionGamePCS","VerticalHorizontal","A",23,-0.0581,4.5,0.945,0,1.453,"right"
"IllusionGamePCS_S328","IllusionGamePCS","VerticalHorizontal","A",24,0.3,22.5,0.693,0,0.746,"left"
"IllusionGamePCS_S328","IllusionGamePCS","VerticalHorizontal","A",25,0.0581,13.5,0.928,0,2.206,"left"
"IllusionGamePCS_S328","IllusionGamePCS","VerticalHorizontal","A",26,0.20298,31.5,0.631,0,1.247,"left"
"IllusionGamePCS_S328","IllusionGamePCS","VerticalHorizontal","A",27,0.12339,22.5,0.845,0,1.425,"left"
"IllusionGamePCS_S328","IllusionGamePCS","VerticalHorizontal","A",28,0.3,-13.5,1.033,0,0.661,"left"
"IllusionGamePCS_S328","IllusionGamePCS","VerticalHorizontal","A",29,0.20298,40.5,1.052,0,1.05,"left"
"IllusionGamePCS_S328","IllusionGamePCS","VerticalHorizontal","A",30,0.20298,-22.5,0.943,0,0.742,"left"
"IllusionGamePCS_S328","IllusionGamePCS","VerticalHorizontal","A",31,-0.3,40.5,0.914,0,1.356,"right"
"IllusionGamePCS_S328","IllusionGamePCS","VerticalHorizontal","A",32,-0.20298,-40.5,0.644,0,0.619,"right"
"IllusionGamePCS_S328","IllusionGamePCS","VerticalHorizontal","A",33,0.12339,4.5,0.693,0,0.753,"left"
"IllusionGamePCS_S328","IllusionGamePCS","VerticalHorizontal","A",34,0.0581,-22.5,0.712,0,1.51,"left"
"IllusionGamePCS_S328","IllusionGamePCS","VerticalHorizontal","A",35,0.0581,31.5,0.737,0,1.125,"left"
"IllusionGamePCS_S328","IllusionGamePCS","VerticalHorizontal","A",36,-0.0581,31.5,1.045,1,2.272,"left"
"IllusionGamePCS_S328","IllusionGamePCS","VerticalHorizontal","A",37,-0.0581,40.5,1.053,1,1.377,"left"
"IllusionGamePCS_S328","IllusionGamePCS","VerticalHorizontal","A",38,0.20298,-40.5,1.019,0,0.674,"left"
"IllusionGamePCS_S328","IllusionGamePCS","VerticalHorizontal","A",39,-0.0581,-4.5,1.073,0,0.885,"right"
"IllusionGamePCS_S328","IllusionGamePCS","VerticalHorizontal","A",40,0.0581,-31.5,0.69,0,0.86,"left"
"IllusionGamePCS_S328","IllusionGamePCS","VerticalHorizontal","A",41,0.3,-4.5,0.711,0,0.687,"left"
"IllusionGamePCS_S328","IllusionGamePCS","VerticalHorizontal","A",42,0.3,40.5,0.649,0,0.869,"left"
"IllusionGamePCS_S328","IllusionGamePCS","VerticalHorizontal","A",43,-0.12339,40.5,0.691,0,1.659,"right"
"IllusionGamePCS_S328","IllusionGamePCS","VerticalHorizontal","A",44,-0.0581,22.5,0.672,0,1.405,"right"
"IllusionGamePCS_S328","IllusionGamePCS","VerticalHorizontal","A",45,-0.3,22.5,0.952,0,0.71,"right"
"IllusionGamePCS_S328","IllusionGamePCS","VerticalHorizontal","A",46,0.3,-31.5,0.781,0,0.625,"left"
"IllusionGamePCS_S328","IllusionGamePCS","VerticalHorizontal","A",47,0.20298,22.5,0.757,0,0.849,"left"
"IllusionGamePCS_S328","IllusionGamePCS","VerticalHorizontal","A",48,0.0581,40.5,0.734,0,2.12,"left"
"IllusionGamePCS_S328","IllusionGamePCS","VerticalHorizontal","A",49,0.0581,-4.5,0.669,1,2.793,"right"
"IllusionGamePCS_S328","IllusionGamePCS","VerticalHorizontal","A",50,0.12339,-13.5,0.923,0,0.827,"left"
"IllusionGamePCS_S328","IllusionGamePCS","VerticalHorizontal","A",51,0.20298,-13.5,0.749,0,0.641,"left"
"IllusionGamePCS_S328","IllusionGamePCS","VerticalHorizontal","A",52,0.0581,22.5,0.626,1,0.604,"right"
"IllusionGamePCS_S328","IllusionGamePCS","VerticalHorizontal","A",53,-0.20298,-31.5,0.995,0,0.699,"right"
"IllusionGamePCS_S328","IllusionGamePCS","VerticalHorizontal","A",54,-0.20298,4.5,0.757,0,1.057,"right"
"IllusionGamePCS_S328","IllusionGamePCS","VerticalHorizontal","A",55,0.12339,40.5,0.765,0,1.289,"left"
"IllusionGamePCS_S328","IllusionGamePCS","VerticalHorizontal","A",56,0.12339,-40.5,0.731,0,0.628,"left"
"IllusionGamePCS_S328","IllusionGamePCS","VerticalHorizontal","A",57,0.3,4.5,1.003,0,0.724,"left"
"IllusionGamePCS_S328","IllusionGamePCS","VerticalHorizontal","A",58,-0.0581,-22.5,0.698,0,2.259,"right"
"IllusionGamePCS_S328","IllusionGamePCS","VerticalHorizontal","A",59,-0.20298,40.5,0.921,0,1.1,"right"
"IllusionGamePCS_S328","IllusionGamePCS","VerticalHorizontal","A",60,0.12339,-4.5,0.76,0,0.878,"left"
"IllusionGamePCS_S328","IllusionGamePCS","VerticalHorizontal","A",61,-0.3,4.5,0.854,0,0.775,"right"
"IllusionGamePCS_S328","IllusionGamePCS","VerticalHorizontal","A",62,-0.12339,13.5,0.761,0,1.485,"right"
"IllusionGamePCS_S328","IllusionGamePCS","VerticalHorizontal","A",63,-0.3,-4.5,1.02,0,0.65,"right"
"IllusionGamePCS_S328","IllusionGamePCS","VerticalHorizontal","A",64,0.3,13.5,0.771,0,0.667,"left"
"IllusionGamePCS_S328","IllusionGamePCS","VerticalHorizontal","A",65,-0.12339,-13.5,1.024,0,1.303,"right"
"IllusionGamePCS_S328","IllusionGamePCS","VerticalHorizontal","A",66,0.20298,4.5,0.966,0,0.648,"left"
"IllusionGamePCS_S328","IllusionGamePCS","VerticalHorizontal","A",67,-0.12339,-31.5,0.615,0,0.711,"right"
"IllusionGamePCS_S328","IllusionGamePCS","VerticalHorizontal","A",68,-0.0581,-40.5,0.698,0,1.228,"right"
"IllusionGamePCS_S328","IllusionGamePCS","VerticalHorizontal","A",69,-0.20298,-4.5,0.961,0,0.638,"right"
"IllusionGamePCS_S328","IllusionGamePCS","VerticalHorizontal","A",70,-0.12339,-22.5,0.97,0,0.811,"right"
"IllusionGamePCS_S328","IllusionGamePCS","VerticalHorizontal","A",71,0.3,-22.5,0.956,0,0.602,"left"
"IllusionGamePCS_S328","IllusionGamePCS","VerticalHorizontal","A",72,0.12339,31.5,0.691,0,0.924,"left"
"IllusionGamePCS_S328","IllusionGamePCS","VerticalHorizontal","A",73,-0.0581,-31.5,0.655,0,1.231,"right"
"IllusionGamePCS_S328","IllusionGamePCS","VerticalHorizontal","A",74,0.0581,4.5,0.92,0,1.143,"left"
"IllusionGamePCS_S328","IllusionGamePCS","VerticalHorizontal","A",75,-0.3,31.5,1.015,0,0.895,"right"
"IllusionGamePCS_S328","IllusionGamePCS","VerticalHorizontal","A",76,-0.12339,31.5,0.873,0,2.125,"right"
"IllusionGamePCS_S328","IllusionGamePCS","VerticalHorizontal","A",77,0.0581,-40.5,0.692,0,0.731,"left"
"IllusionGamePCS_S328","IllusionGamePCS","VerticalHorizontal","A",78,0.3,31.5,0.619,0,0.828,"left"
"IllusionGamePCS_S328","IllusionGamePCS","VerticalHorizontal","A",79,0.3,-40.5,1.016,0,0.622,"left"
"IllusionGamePCS_S328","IllusionGamePCS","VerticalHorizontal","A",80,-0.3,-22.5,0.654,0,0.616,"right"
"IllusionGamePCS_S383","IllusionGamePCS","MullerLyer","A",1,-0.18509,-27,0.656,0,0.717,"down"
"IllusionGamePCS_S383","IllusionGamePCS","MullerLyer","A",2,0.18509,27,0.639,1,0.587,"down"
"IllusionGamePCS_S383","IllusionGamePCS","MullerLyer","A",3,-0.30447,9,1.058,0,0.861,"down"
"IllusionGamePCS_S383","IllusionGamePCS","MullerLyer","A",4,-0.45,21,0.625,0,0.872,"down"
"IllusionGamePCS_S383","IllusionGamePCS","MullerLyer","A",5,-0.30447,21,0.811,0,1.054,"down"
"IllusionGamePCS_S383","IllusionGamePCS","MullerLyer","A",6,0.45,3,1.058,0,0.746,"up"
"IllusionGamePCS_S383","IllusionGamePCS","MullerLyer","A",7,-0.45,-3,0.91,0,0.556,"down"
"IllusionGamePCS_S383","IllusionGamePCS","MullerLyer","A",8,-0.30447,27,1.056,1,1.419,"up"
"IllusionGamePCS_S383","IllusionGamePCS","MullerLyer","A",9,-0.08716,9,0.878,0,1.723,"down"
"IllusionGamePCS_S383","IllusionGamePCS","MullerLyer","A",10,0.30447,21,0.754,0,0.967,"up"
"IllusionGamePCS_S383","IllusionGamePCS","MullerLyer","A",11,0.30447,3,1.03,0,1.287,"up"
"IllusionGamePCS_S383","IllusionGamePCS","MullerLyer","A",12,-0.18509,15,0.793,0,0.869,"down"
"IllusionGamePCS_S383","IllusionGamePCS","MullerLyer","A",13,-0.08716,-15,1.08,0,0.625,"down"
"IllusionGamePCS_S383","IllusionGamePCS","MullerLyer","A",14,-0.30447,-3,0.63,0,0.518,"down"
"IllusionGamePCS_S383","IllusionGamePCS","MullerLyer","A",15,-0.08716,21,0.601,1,0.734,"up"
"IllusionGamePCS_S383","IllusionGamePCS","MullerLyer","A",16,-0.30447,-27,0.89,0,0.676,"down"
"IllusionGamePCS_S383","IllusionGamePCS","MullerLyer","A",17,0.30447,-15,0.846,0,0.5,"up"
"IllusionGamePCS_S383","IllusionGamePCS","MullerLyer","A",18,-0.45,-21,0.691,0,0.479,"down"
"IllusionGamePCS_S383","IllusionGamePCS","MullerLyer","A",19,0.45,-21,0.617,0,0.499,"up"
"IllusionGamePCS_S383","IllusionGamePCS","MullerLyer","A",20,0.45,27,0.88,0,0.643,"up"
"IllusionGamePCS_S383","IllusionGamePCS","MullerLyer","A",21,0.45,-3,0.783,0,0.625,"up"
"IllusionGamePCS_S383","IllusionGamePCS","MullerLyer","A",22,0.08716,27,0.736,1,0.544,"down"
"IllusionGamePCS_S383","IllusionGamePCS","MullerLyer","A",23,-0.30447,15,0.637,0,0.559,"down"
"IllusionGamePCS_S383","IllusionGamePCS","MullerLyer","A",24,0.45,21,1.009,0,0.591,"up"
"IllusionGamePCS_S383","IllusionGamePCS","MullerLyer","A",25,0.08716,-9,0.796,0,0.753,"up"
"IllusionGamePCS_S383","IllusionGamePCS","MullerLyer","A",26,0.45,-15,0.7,0,0.608,"up"
"IllusionGamePCS_S383","IllusionGamePCS","MullerLyer","A",27,-0.45,-9,1.019,0,0.585,"down"
"IllusionGamePCS_S383","IllusionGamePCS","MullerLyer","A",28,-0.08716,-27,0.958,0,0.485,"down"
"IllusionGamePCS_S383","IllusionGamePCS","MullerLyer","A",29,0.30447,9,1.003,0,0.836,"up"
"IllusionGamePCS_S383","IllusionGamePCS","MullerLyer","A",30,-0.18509,-15,0.93,0,0.555,"down"
"IllusionGamePCS_S383","IllusionGamePCS","MullerLyer","A",31,0.30447,27,0.756,0,0.843,"up"
"IllusionGamePCS_S383","IllusionGamePCS","MullerLyer","A",32,0.45,-27,0.783,0,0.848,"up"
"IllusionGamePCS_S383","IllusionGamePCS","MullerLyer","A",33,-0.08716,-9,0.999,0,0.509,"down"
"IllusionGamePCS_S383","IllusionGamePCS","MullerLyer","A",34,-0.18509,9,0.786,0,1.439,"down"
"IllusionGamePCS_S383","IllusionGamePCS","MullerLyer","A",35,-0.08716,3,0.876,0,0.882,"down"
"IllusionGamePCS_S383","IllusionGamePCS","MullerLyer","A",36,0.18509,-15,0.677,0,0.787,"up"
"IllusionGamePCS_S383","IllusionGamePCS","MullerLyer","A",37,-0.08716,27,0.863,1,0.696,"up"
"IllusionGamePCS_S383","IllusionGamePCS","MullerLyer","A",38,0.08716,3,1.009,1,0.635,"down"
"IllusionGamePCS_S383","IllusionGamePCS","MullerLyer","A",39,-0.18509,3,0.629,0,0.993,"down"
"IllusionGamePCS_S383","IllusionGamePCS","MullerLyer","A",40,0.45,-9,1.041,0,0.597,"up"
"IllusionGamePCS_S383","IllusionGamePCS","MullerLyer","A",41,-0.18509,-21,0.671,0,0.583,"down"
"IllusionGamePCS_S383","IllusionGamePCS","MullerLyer","A",42,-0.45,-27,0.647,0,0.621,"down"
"IllusionGamePCS_S383","IllusionGamePCS","MullerLyer","A",43,0.18509,-21,0.713,0,0.633,"up"
"IllusionGamePCS_S383","IllusionGamePCS","MullerLyer","A",44,0.18509,15,0.842,1,0.647,"down"
"IllusionGamePCS_S383","IllusionGamePCS","MullerLyer","A",45,-0.45,3,1.029,0,0.528,"down"
"IllusionGamePCS_S383","IllusionGamePCS","MullerLyer","A",46,0.30447,-27,0.844,0,0.576,"up"
"IllusionGamePCS_S383","IllusionGamePCS","MullerLyer","A",47,0.30447,-9,0.699,0,0.813,"up"
"IllusionGamePCS_S383","IllusionGamePCS","MullerLyer","A",48,0.30447,-21,0.623,0,0.571,"up"
"IllusionGamePCS_S383","IllusionGamePCS","MullerLyer","A",49,-0.18509,21,0.937,0,1.886,"down"
"IllusionGamePCS_S383","IllusionGamePCS","MullerLyer","A",50,0.08716,-15,0.684,0,0.608,"up"
"IllusionGamePCS_S383","IllusionGamePCS","MullerLyer","A",51,0.18509,-3,0.948,0,0.85,"up"
"IllusionGamePCS_S383","IllusionGamePCS","MullerLyer","A",52,-0.08716,-3,0.797,0,0.644,"down"
"IllusionGamePCS_S383","IllusionGamePCS","MullerLyer","A",53,-0.08716,-21,0.848,0,0.526,"down"
"IllusionGamePCS_S383","IllusionGamePCS","MullerLyer","A",54,0.30447,15,0.73,0,0.982,"up"
"IllusionGamePCS_S383","IllusionGamePCS","MullerLyer","A",55,-0.18509,-3,0.936,0,0.569,"down"
"IllusionGamePCS_S383","IllusionGamePCS","MullerLyer","A",56,-0.45,27,0.742,0,0.73,"down"
"IllusionGamePCS_S383","IllusionGamePCS","MullerLyer","A",57,0.45,9,1.002,0,0.645,"up"
"IllusionGamePCS_S383","IllusionGamePCS","MullerLyer","A",58,-0.30447,-15,0.747,0,0.558,"down"
"IllusionGamePCS_S383","IllusionGamePCS","MullerLyer","A",59,-0.30447,3,0.725,0,0.548,"down"
"IllusionGamePCS_S383","IllusionGamePCS","MullerLyer","A",60,-0.18509,-9,0.94,0,0.745,"down"
"IllusionGamePCS_S383","IllusionGamePCS","MullerLyer","A",61,-0.18509,27,0.764,1,0.672,"up"
"IllusionGamePCS_S383","IllusionGamePCS","MullerLyer","A",62,-0.30447,-9,0.683,0,0.62,"down"
"IllusionGamePCS_S383","IllusionGamePCS","MullerLyer","A",63,0.18509,3,0.641,0,0.673,"up"
"IllusionGamePCS_S383","IllusionGamePCS","MullerLyer","A",64,-0.45,15,0.616,0,0.537,"down"
"IllusionGamePCS_S383","IllusionGamePCS","MullerLyer","A",65,0.08716,9,0.783,0,0.67,"up"
"IllusionGamePCS_S383","IllusionGamePCS","MullerLyer","A",66,0.30447,-3,0.924,0,0.796,"up"
"IllusionGamePCS_S383","IllusionGamePCS","MullerLyer","A",67,0.18509,21,1.001,1,0.559,"down"
"IllusionGamePCS_S383","IllusionGamePCS","MullerLyer","A",68,0.08716,15,0.769,1,0.715,"down"
"IllusionGamePCS_S383","IllusionGamePCS","MullerLyer","A",69,0.18509,-27,0.745,0,0.642,"up"
"IllusionGamePCS_S383","IllusionGamePCS","MullerLyer","A",70,0.18509,9,0.888,1,1.417,"down"
"IllusionGamePCS_S383","IllusionGamePCS","MullerLyer","A",71,-0.45,-15,0.73,0,0.676,"down"
"IllusionGamePCS_S383","IllusionGamePCS","MullerLyer","A",72,0.08716,-3,1.037,0,0.605,"up"
"IllusionGamePCS_S383","IllusionGamePCS","MullerLyer","A",73,-0.45,9,0.893,0,0.512,"down"
"IllusionGamePCS_S383","IllusionGamePCS","MullerLyer","A",74,0.08716,-21,0.702,0,0.71,"up"
"IllusionGamePCS_S383","IllusionGamePCS","MullerLyer","A",75,0.08716,21,0.684,1,0.547,"down"
"IllusionGamePCS_S383","IllusionGamePCS","MullerLyer","A",76,-0.08716,15,0.908,0,0.678,"down"
"IllusionGamePCS_S383","IllusionGamePCS","MullerLyer","A",77,0.08716,-27,1.099,0,0.725,"up"
"IllusionGamePCS_S383","IllusionGamePCS","MullerLyer","A",78,0.45,15,0.685,0,1.187,"up"
"IllusionGamePCS_S383","IllusionGamePCS","MullerLyer","A",79,-0.30447,-21,0.914,0,0.583,"down"
"IllusionGamePCS_S383","IllusionGamePCS","MullerLyer","A",80,0.18509,-9,0.645,0,0.686,"up"
"IllusionGamePCS_S383","IllusionGamePCS","Ebbinghaus","A",1,0.5,1.05,0.791,1,1.057,"right"
"IllusionGamePCS_S383","IllusionGamePCS","Ebbinghaus","A",2,0.3383,-0.15,0.635,0,1.038,"left"
"IllusionGamePCS_S383","IllusionGamePCS","Ebbinghaus","A",3,0.5,1.35,0.862,0,0.949,"left"
"IllusionGamePCS_S383","IllusionGamePCS","Ebbinghaus","A",4,-0.3383,-0.15,0.911,0,0.742,"right"
"IllusionGamePCS_S383","IllusionGamePCS","Ebbinghaus","A",5,-0.09684,-0.45,0.849,0,0.968,"right"
"IllusionGamePCS_S383","IllusionGamePCS","Ebbinghaus","A",6,0.09684,0.75,0.66,0,0.709,"left"
"IllusionGamePCS_S383","IllusionGamePCS","Ebbinghaus","A",7,0.20566,0.45,0.932,0,1.197,"left"
"IllusionGamePCS_S383","IllusionGamePCS","Ebbinghaus","A",8,0.20566,-1.35,1.026,0,1.033,"left"
"IllusionGamePCS_S383","IllusionGamePCS","Ebbinghaus","A",9,-0.5,0.45,0.689,0,0.708,"right"
"IllusionGamePCS_S383","IllusionGamePCS","Ebbinghaus","A",10,-0.20566,1.35,0.75,1,0.971,"left"
"IllusionGamePCS_S383","IllusionGamePCS","Ebbinghaus","A",11,-0.5,-0.15,0.81,0,0.733,"right"
"IllusionGamePCS_S383","IllusionGamePCS","Ebbinghaus","A",12,0.3383,-1.35,0.998,0,0.565,"left"
"IllusionGamePCS_S383","IllusionGamePCS","Ebbinghaus","A",13,-0.3383,0.45,0.897,0,0.624,"right"
"IllusionGamePCS_S383","IllusionGamePCS","Ebbinghaus","A",14,-0.20566,-0.75,0.97,0,0.716,"right"
"IllusionGamePCS_S383","IllusionGamePCS","Ebbinghaus","A",15,-0.3383,0.15,0.96,0,0.789,"right"
"IllusionGamePCS_S383","IllusionGamePCS","Ebbinghaus","A",16,-0.3383,-0.45,0.668,0,0.887,"right"
"IllusionGamePCS_S383","IllusionGamePCS","Ebbinghaus","A",17,-0.09684,0.15,0.802,0,1.057,"right"
"IllusionGamePCS_S383","IllusionGamePCS","Ebbinghaus","A",18,-0.20566,-1.35,0.851,0,0.906,"right"
"IllusionGamePCS_S383","IllusionGamePCS","Ebbinghaus","A",19,-0.5,0.75,0.624,0,1.17,"right"
"IllusionGamePCS_S383","IllusionGamePCS","Ebbinghaus","A",20,0.3383,-1.05,0.648,0,0.631,"left"
"IllusionGamePCS_S383","IllusionGamePCS","Ebbinghaus","A",21,0.20566,1.05,0.608,1,0.787,"right"
"IllusionGamePCS_S383","IllusionGamePCS","Ebbinghaus","A",22,-0.5,-1.05,0.918,0,0.71,"right"
"IllusionGamePCS_S383","IllusionGamePCS","Ebbinghaus","A",23,0.5,-0.45,0.623,0,0.796,"left"
"IllusionGamePCS_S383","IllusionGamePCS","Ebbinghaus","A",24,-0.20566,0.75,0.6,0,0.822,"right"
"IllusionGamePCS_S383","IllusionGamePCS","Ebbinghaus","A",25,-0.3383,1.05,1.077,0,1.001,"right"
"IllusionGamePCS_S383","IllusionGamePCS","Ebbinghaus","A",26,0.20566,-0.75,0.898,0,0.653,"left"
"IllusionGamePCS_S383","IllusionGamePCS","Ebbinghaus","A",27,0.3383,1.35,0.785,1,0.842,"right"
"IllusionGamePCS_S383","IllusionGamePCS","Ebbinghaus","A",28,-0.5,0.15,0.808,0,0.717,"right"
"IllusionGamePCS_S383","IllusionGamePCS","Ebbinghaus","A",29,0.20566,-1.05,0.901,0,0.616,"left"
"IllusionGamePCS_S383","IllusionGamePCS","Ebbinghaus","A",30,0.5,-0.75,0.863,0,0.609,"left"
