"Participant","Dataset","Illusion_Type","Block","Trial","Illusion_Difference","Illusion_Strength","ISI","Error","RT","Response"
"IllusionGamePCS_S349","IllusionGamePCS","VerticalHorizontal","A",4,0.3,-22.5,1.05,0,0.642,"left"
"IllusionGamePCS_S349","IllusionGamePCS","VerticalHorizontal","A",5,-0.20298,31.5,0.609,1,2.701,"left"
"IllusionGamePCS_S349","IllusionGamePCS","VerticalHorizontal","A",6,0.20298,-40.5,1.095,0,0.689,"left"
"IllusionGamePCS_S349","IllusionGamePCS","VerticalHorizontal","A",7,-0.20298,-4.5,1.022,0,1.145,"right"
"IllusionGamePCS_S349","IllusionGamePCS","VerticalHorizontal","A",8,-0.3,31.5,1.016,0,1.441,"right"
"IllusionGamePCS_S349","IllusionGamePCS","VerticalHorizontal","A",9,0.0581,-22.5,0.86,0,0.847,"left"
"IllusionGamePCS_S349","IllusionGamePCS","VerticalHorizontal","A",10,-0.0581,-13.5,0.615,0,1.053,"right"
"IllusionGamePCS_S349","IllusionGamePCS","VerticalHorizontal","A",11,-0.3,-4.5,0.615,0,0.869,"right"
"IllusionGamePCS_S349","IllusionGamePCS","VerticalHorizontal","A",12,-0.12339,-22.5,0.924,0,0.702,"right"
"IllusionGamePCS_S349","IllusionGamePCS","VerticalHorizontal","A",13,0.12339,-40.5,0.965,0,0.699,"left"
"IllusionGamePCS_S349","IllusionGamePCS","VerticalHorizontal","A",14,0.12339,4.5,0.745,0,1.485,"left"
"IllusionGamePCS_S349","IllusionGamePCS","VerticalHorizontal","A",15,0.20298,4.5,0.79,0,0.954,"left"
"IllusionGamePCS_S349","IllusionGamePCS","VerticalHorizontal","A",16,0.3,-4.5,0.619,0,0.819,"left"
"IllusionGamePCS_S349","IllusionGamePCS","VerticalHorizontal","A",17,0.12339,-31.5,0.9,0,0.719,"left"
"IllusionGamePCS_S349","IllusionGamePCS","VerticalHorizontal","A",18,-0.12339,-13.5,0.947,0,0.885,"right"
"IllusionGamePCS_S349","IllusionGamePCS","VerticalHorizontal","A",19,-0.0581,-4.5,1.021,1,1.924,"left"
"IllusionGamePCS_S349","IllusionGamePCS","VerticalHorizontal","A",20,0.0581,40.5,0.913,1,0.77,"right"
"IllusionGamePCS_S349","IllusionGamePCS","VerticalHorizontal","A",21,-0.0581,4.5,0.641,1,1.412,"left"
"IllusionGamePCS_S349","IllusionGamePCS","VerticalHorizontal","A",22,0.12339,-13.5,0.8,0,1.101,"left"
"IllusionGamePCS_S349","IllusionGamePCS","VerticalHorizontal","A",23,-0.12339,40.5,0.968,1,0.889,"left"
"IllusionGamePCS_S349","IllusionGamePCS","VerticalHorizontal","A",24,-0.20298,22.5,0.727,0,1.026,"right"
"IllusionGamePCS_S349","IllusionGamePCS","VerticalHorizontal","A",25,-0.0581,-40.5,0.667,0,0.822,"right"
"IllusionGamePCS_S349","IllusionGamePCS","VerticalHorizontal","A",26,0.12339,13.5,0.666,0,1.133,"left"
"IllusionGamePCS_S349","IllusionGamePCS","VerticalHorizontal","A",27,-0.3,22.5,0.731,0,1.718,"right"
"IllusionGamePCS_S349","IllusionGamePCS","VerticalHorizontal","A",28,0.3,-31.5,0.978,0,0.7,"left"
"IllusionGamePCS_S349","IllusionGamePCS","VerticalHorizontal","A",29,-0.12339,4.5,0.649,0,1.366,"right"
"IllusionGamePCS_S349","IllusionGamePCS","VerticalHorizontal","A",30,0.0581,4.5,1.071,0,1.489,"left"
"IllusionGamePCS_S349","IllusionGamePCS","VerticalHorizontal","A",31,0.3,40.5,0.793,0,1.645,"left"
"IllusionGamePCS_S349","IllusionGamePCS","VerticalHorizontal","A",32,-0.0581,13.5,1.007,1,2.062,"left"
"IllusionGamePCS_S349","IllusionGamePCS","VerticalHorizontal","A",33,0.3,-13.5,0.76,0,0.916,"left"
"IllusionGamePCS_S349","IllusionGamePCS","VerticalHorizontal","A",34,-0.3,-31.5,0.873,0,0.653,"right"
"IllusionGamePCS_S349","IllusionGamePCS","VerticalHorizontal","A",35,-0.12339,-31.5,0.666,1,0.857,"left"
"IllusionGamePCS_S349","IllusionGamePCS","VerticalHorizontal","A",36,0.3,13.5,0.909,0,0.693,"left"
"IllusionGamePCS_S349","IllusionGamePCS","VerticalHorizontal","A",37,-0.20298,13.5,1.036,0,0.827,"right"
"IllusionGamePCS_S349","IllusionGamePCS","VerticalHorizontal","A",38,-0.3,13.5,0.88,0,0.711,"right"
"IllusionGamePCS_S349","IllusionGamePCS","VerticalHorizontal","A",39,0.0581,13.5,0.629,0,0.924,"left"
"IllusionGamePCS_S349","IllusionGamePCS","VerticalHorizontal","A",40,-0.20298,-22.5,0.685,0,0.814,"right"
"IllusionGamePCS_S349","IllusionGamePCS","VerticalHorizontal","A",41,-0.20298,-31.5,1.055,0,0.676,"right"
"IllusionGamePCS_S349","IllusionGamePCS","VerticalHorizontal","A",42,-0.20298,40.5,0.602,1,1.005,"left"
"IllusionGamePCS_S349","IllusionGamePCS","VerticalHorizontal","A",43,0.12339,-4.5,1.087,0,1.11,"left"
"IllusionGamePCS_S349","IllusionGamePCS","VerticalHorizontal","A",44,0.20298,-22.5,0.631,0,0.69,"left"
"IllusionGamePCS_S349","IllusionGamePCS","VerticalHorizontal","A",45,-0.0581,-31.5,1.092,0,0.709,"right"
"IllusionGamePCS_S349","IllusionGamePCS","VerticalHorizontal","A",46,0.3,4.5,0.89,0,0.894,"left"
"IllusionGamePCS_S349","IllusionGamePCS","VerticalHorizontal","A",47,0.3,31.5,0.699,0,1.426,"left"
"IllusionGamePCS_S349","IllusionGamePCS","VerticalHorizontal","A",48,0.20298,-4.5,0.9,0,0.885,"left"
"IllusionGamePCS_S349","IllusionGamePCS","VerticalHorizontal","A",49,-0.20298,4.5,0.715,0,0.766,"right"
"IllusionGamePCS_S349","IllusionGamePCS","VerticalHorizontal","A",50,-0.12339,-4.5,0.674,0,1.384,"right"
"IllusionGamePCS_S349","IllusionGamePCS","VerticalHorizontal","A",51,0.20298,22.5,0.725,0,1.573,"left"
"IllusionGamePCS_S349","IllusionGamePCS","VerticalHorizontal","A",52,0.3,-40.5,0.739,0,1.178,"left"
"IllusionGamePCS_S349","IllusionGamePCS","VerticalHorizontal","A",53,-0.3,-13.5,0.714,0,0.669,"right"
"IllusionGamePCS_S349","IllusionGamePCS","VerticalHorizontal","A",54,-0.3,40.5,0.966,1,2.901,"left"
"IllusionGamePCS_S349","IllusionGamePCS","VerticalHorizontal","A",55,0.12339,31.5,0.957,0,1.723,"left"
"IllusionGamePCS_S349","IllusionGamePCS","VerticalHorizontal","A",56,0.3,22.5,0.885,0,0.784,"left"
"IllusionGamePCS_S349","IllusionGamePCS","VerticalHorizontal","A",57,-0.0581,31.5,0.727,1,1.124,"left"
"IllusionGamePCS_S349","IllusionGamePCS","VerticalHorizontal","A",58,0.0581,-31.5,0.892,0,1,"left"
"IllusionGamePCS_S349","IllusionGamePCS","VerticalHorizontal","A",59,0.20298,-13.5,0.727,0,1.057,"left"
"IllusionGamePCS_S349","IllusionGamePCS","VerticalHorizontal","A",60,-0.12339,31.5,0.999,1,2.001,"left"
"IllusionGamePCS_S349","IllusionGamePCS","VerticalHorizontal","A",61,0.0581,22.5,0.621,0,1.66,"left"
"IllusionGamePCS_S349","IllusionGamePCS","VerticalHorizontal","A",62,0.20298,-31.5,0.643,0,0.813,"left"
"IllusionGamePCS_S349","IllusionGamePCS","VerticalHorizontal","A",63,0.12339,40.5,0.7,1,1.222,"right"
"IllusionGamePCS_S349","IllusionGamePCS","VerticalHorizontal","A",64,0.12339,-22.5,1.036,0,0.895,"left"
"IllusionGamePCS_S349","IllusionGamePCS","VerticalHorizontal","A",65,-0.20298,-40.5,0.797,0,0.9,"right"
"IllusionGamePCS_S349","IllusionGamePCS","VerticalHorizontal","A",66,-0.12339,13.5,0.832,1,1.502,"left"
"IllusionGamePCS_S349","IllusionGamePCS","VerticalHorizontal","A",67,-0.12339,22.5,0.713,1,1.097,"left"
"IllusionGamePCS_S349","IllusionGamePCS","VerticalHorizontal","A",68,0.20298,40.5,0.738,1,2.415,"right"
"IllusionGamePCS_S349","IllusionGamePCS","VerticalHorizontal","A",69,0.0581,-40.5,0.719,0,0.773,"left"
"IllusionGamePCS_S349","IllusionGamePCS","VerticalHorizontal","A",70,-0.3,-40.5,0.711,0,0.755,"right"
"IllusionGamePCS_S349","IllusionGamePCS","VerticalHorizontal","A",71,0.12339,22.5,0.729,0,1.373,"left"
"IllusionGamePCS_S349","IllusionGamePCS","VerticalHorizontal","A",72,-0.0581,-22.5,0.985,0,1.193,"right"
"IllusionGamePCS_S349","IllusionGamePCS","VerticalHorizontal","A",73,-0.0581,22.5,0.913,1,0.656,"left"
"IllusionGamePCS_S349","IllusionGamePCS","VerticalHorizontal","A",74,-0.0581,40.5,0.891,1,0.625,"left"
"IllusionGamePCS_S349","IllusionGamePCS","VerticalHorizontal","A",75,0.20298,13.5,0.744,0,0.91,"left"
"IllusionGamePCS_S349","IllusionGamePCS","VerticalHorizontal","A",76,-0.20298,-13.5,0.835,0,0.768,"right"
"IllusionGamePCS_S349","IllusionGamePCS","VerticalHorizontal","A",77,-0.3,-22.5,1.033,0,0.847,"right"
"IllusionGamePCS_S349","IllusionGamePCS","VerticalHorizontal","A",78,-0.3,4.5,0.966,0,0.819,"right"
"IllusionGamePCS_S349","IllusionGamePCS","VerticalHorizontal","A",79,0.0581,-4.5,0.661,0,0.936,"left"
"IllusionGamePCS_S349","IllusionGamePCS","VerticalHorizontal","A",80,0.20298,31.5,0.645,1,1.112,"right"
"IllusionGamePCS_S349","IllusionGamePCS","MullerLyer","B",1,-0.1337,-12,0.71,0,2.3,"down"
"IllusionGamePCS_S349","IllusionGamePCS","MullerLyer","B",2,-0.045,6,0.762,1,1.65,"up"
"IllusionGamePCS_S349","IllusionGamePCS","MullerLyer","B",3,-0.1337,24,0.687,1,1.57,"up"
"IllusionGamePCS_S349","IllusionGamePCS","MullerLyer","B",4,-0.24183,30,0.985,1,1.482,"up"
"IllusionGamePCS_S349","IllusionGamePCS","MullerLyer","B",5,-0.045,-6,0.72,0,1.173,"down"
"IllusionGamePCS_S349","IllusionGamePCS","MullerLyer","B",6,-0.24183,-30,0.759,0,0.841,"down"
"IllusionGamePCS_S349","IllusionGamePCS","MullerLyer","B",7,0.045,-24,0.711,0,0.693,"up"
"IllusionGamePCS_S349","IllusionGamePCS","MullerLyer","B",8,0.1337,-18,0.689,0,0.902,"up"
"IllusionGamePCS_S349","IllusionGamePCS","MullerLyer","B",9,0.1337,18,0.643,1,1.835,"down"
"IllusionGamePCS_S349","IllusionGamePCS","MullerLyer","B",10,-0.1337,-24,0.936,0,0.866,"down"
"IllusionGamePCS_S349","IllusionGamePCS","MullerLyer","B",11,0.045,30,1.004,1,0.776,"down"
"IllusionGamePCS_S349","IllusionGamePCS","MullerLyer","B",12,-0.1337,6,0.882,1,1.296,"up"
"IllusionGamePCS_S349","IllusionGamePCS","MullerLyer","B",13,-0.1337,18,0.808,1,1.161,"up"
"IllusionGamePCS_S349","IllusionGamePCS","MullerLyer","B",14,0.37364,30,0.821,1,2.15,"down"
"IllusionGamePCS_S349","IllusionGamePCS","MullerLyer","B",15,0.045,-12,0.693,0,0.884,"up"
"IllusionGamePCS_S349","IllusionGamePCS","MullerLyer","B",16,0.1337,-24,0.783,0,0.778,"up"
"IllusionGamePCS_S349","IllusionGamePCS","MullerLyer","B",17,-0.37364,6,1.029,0,1.203,"down"
"IllusionGamePCS_S349","IllusionGamePCS","MullerLyer","B",18,-0.24183,-6,0.92,0,1.37,"down"
"IllusionGamePCS_S349","IllusionGamePCS","MullerLyer","B",19,-0.045,-18,1.077,0,1.379,"down"
"IllusionGamePCS_S349","IllusionGamePCS","MullerLyer","B",20,-0.1337,-30,0.681,0,0.846,"down"
"IllusionGamePCS_S349","IllusionGamePCS","MullerLyer","B",21,0.1337,6,1.081,0,1.598,"up"
"IllusionGamePCS_S349","IllusionGamePCS","MullerLyer","B",22,0.045,6,0.683,1,1.033,"down"
"IllusionGamePCS_S349","IllusionGamePCS","MullerLyer","B",23,-0.045,-24,0.769,0,0.918,"down"
"IllusionGamePCS_S349","IllusionGamePCS","MullerLyer","B",24,-0.37364,-6,0.867,0,1.109,"down"
"IllusionGamePCS_S349","IllusionGamePCS","MullerLyer","B",25,-0.37364,12,0.645,0,1.227,"down"
"IllusionGamePCS_S349","IllusionGamePCS","MullerLyer","B",26,-0.37364,-18,1.01,0,0.749,"down"
"IllusionGamePCS_S349","IllusionGamePCS","MullerLyer","B",27,-0.24183,18,0.977,1,1.478,"up"
"IllusionGamePCS_S349","IllusionGamePCS","MullerLyer","B",28,0.045,12,0.828,1,1.349,"down"
"IllusionGamePCS_S349","IllusionGamePCS","MullerLyer","B",29,-0.24183,-18,0.95,0,0.794,"down"
"IllusionGamePCS_S349","IllusionGamePCS","MullerLyer","B",30,0.37364,-12,0.984,0,0.997,"up"
"IllusionGamePCS_S349","IllusionGamePCS","MullerLyer","B",31,0.37364,6,0.935,0,3.517,"up"
"IllusionGamePCS_S349","IllusionGamePCS","MullerLyer","B",32,-0.045,-12,1.058,0,1.057,"down"
"IllusionGamePCS_S349","IllusionGamePCS","MullerLyer","B",33,0.24183,-6,0.682,0,1.19,"up"
"IllusionGamePCS_S349","IllusionGamePCS","MullerLyer","B",34,0.24183,18,1.014,1,2.056,"down"
"IllusionGamePCS_S349","IllusionGamePCS","MullerLyer","B",35,-0.1337,30,0.935,1,0.898,"up"
"IllusionGamePCS_S349","IllusionGamePCS","MullerLyer","B",36,0.045,18,0.964,1,1.072,"down"
"IllusionGamePCS_S349","IllusionGamePCS","MullerLyer","B",37,-0.1337,-18,0.784,0,1.05,"down"
"IllusionGamePCS_S349","IllusionGamePCS","MullerLyer","B",38,-0.24183,-12,0.634,0,0.929,"down"
"IllusionGamePCS_S349","IllusionGamePCS","MullerLyer","B",39,0.1337,-30,0.873,0,0.67,"up"
"IllusionGamePCS_S349","IllusionGamePCS","MullerLyer","B",40,0.24183,24,0.963,1,2.196,"down"
"IllusionGamePCS_S349","IllusionGamePCS","MullerLyer","B",41,-0.37364,18,0.713,0,1.781,"down"
"IllusionGamePCS_S349","IllusionGamePCS","MullerLyer","B",42,-0.37364,-24,0.615,0,1.031,"down"
"IllusionGamePCS_S349","IllusionGamePCS","MullerLyer","B",43,0.1337,-12,0.882,0,1.007,"up"
"IllusionGamePCS_S349","IllusionGamePCS","MullerLyer","B",44,0.37364,18,0.939,0,1.611,"up"
"IllusionGamePCS_S349","IllusionGamePCS","MullerLyer","B",45,0.37364,24,0.922,0,2.403,"up"
"IllusionGamePCS_S349","IllusionGamePCS","MullerLyer","B",46,-0.24183,12,0.728,1,2.109,"up"
"IllusionGamePCS_S349","IllusionGamePCS","MullerLyer","B",47,-0.045,30,0.98,1,1.247,"up"
"IllusionGamePCS_S349","IllusionGamePCS","MullerLyer","B",48,0.24183,-30,0.718,0,0.84,"up"
"IllusionGamePCS_S349","IllusionGamePCS","MullerLyer","B",49,0.37364,-6,1.077,0,0.899,"up"
"IllusionGamePCS_S349","IllusionGamePCS","MullerLyer","B",50,0.24183,-18,0.731,0,0.679,"up"
"IllusionGamePCS_S349","IllusionGamePCS","MullerLyer","B",51,0.045,24,0.962,1,1.661,"down"
"IllusionGamePCS_S349","IllusionGamePCS","MullerLyer","B",52,-0.24183,-24,0.919,0,0.927,"down"
"IllusionGamePCS_S349","IllusionGamePCS","MullerLyer","B",53,0.24183,6,0.835,0,2.067,"up"
"IllusionGamePCS_S349","IllusionGamePCS","MullerLyer","B",54,0.1337,-6,0.822,0,1.512,"up"
"IllusionGamePCS_S349","IllusionGamePCS","MullerLyer","B",55,-0.1337,12,0.606,0,2.538,"down"
"IllusionGamePCS_S349","IllusionGamePCS","MullerLyer","B",56,0.045,-18,0.761,0,0.832,"up"
"IllusionGamePCS_S349","IllusionGamePCS","MullerLyer","B",57,0.37364,-18,0.612,0,0.787,"up"
"IllusionGamePCS_S349","IllusionGamePCS","MullerLyer","B",58,-0.1337,-6,0.741,0,0.849,"down"
"IllusionGamePCS_S349","IllusionGamePCS","MullerLyer","B",59,0.1337,30,0.996,1,1.677,"down"
"IllusionGamePCS_S349","IllusionGamePCS","MullerLyer","B",60,0.37364,-24,0.625,0,1.858,"up"
"IllusionGamePCS_S349","IllusionGamePCS","MullerLyer","B",61,0.1337,12,1.071,0,2.54,"up"
"IllusionGamePCS_S349","IllusionGamePCS","MullerLyer","B",62,-0.045,24,1.04,1,0.776,"up"
"IllusionGamePCS_S349","IllusionGamePCS","MullerLyer","B",63,0.24183,-12,0.677,0,0.655,"up"
"IllusionGamePCS_S349","IllusionGamePCS","MullerLyer","B",64,0.24183,12,0.678,0,1.304,"up"
"IllusionGamePCS_S349","IllusionGamePCS","MullerLyer","B",65,-0.37364,-12,1.066,0,1.164,"down"
"IllusionGamePCS_S349","IllusionGamePCS","MullerLyer","B",66,-0.24183,6,0.79,0,1.242,"down"
"IllusionGamePCS_S349","IllusionGamePCS","MullerLyer","B",67,-0.24183,24,0.933,1,1.439,"up"
"IllusionGamePCS_S349","IllusionGamePCS","MullerLyer","B",68,0.045,-30,0.764,0,2.422,"up"
"IllusionGamePCS_S349","IllusionGamePCS","MullerLyer","B",69,0.045,-6,0.757,0,1.811,"up"
"IllusionGamePCS_S349","IllusionGamePCS","MullerLyer","B",70,-0.37364,30,0.679,0,1.472,"down"
"IllusionGamePCS_S349","IllusionGamePCS","MullerLyer","B",71,0.37364,-30,1.065,0,0.929,"up"
"IllusionGamePCS_S349","IllusionGamePCS","MullerLyer","B",72,0.1337,24,0.652,1,2.324,"down"
"IllusionGamePCS_S349","IllusionGamePCS","MullerLyer","B",73,-0.045,18,1.059,1,0.962,"up"
"IllusionGamePCS_S349","IllusionGamePCS","MullerLyer","B",74,-0.37364,-30,0.943,0,0.997,"down"
"IllusionGamePCS_S349","IllusionGamePCS","MullerLyer","B",75,-0.045,-30,0.994,0,1.172,"down"
"IllusionGamePCS_S349","IllusionGamePCS","MullerLyer","B",76,0.24183,-24,0.845,0,0.583,"up"
"IllusionGamePCS_S349","IllusionGamePCS","MullerLyer","B",77,-0.045,12,0.769,1,0.982,"up"
"IllusionGamePCS_S349","IllusionGamePCS","MullerLyer","B",78,-0.37364,24,0.62,0,1.095,"down"
"IllusionGamePCS_S349","IllusionGamePCS","MullerLyer","B",79,0.37364,12,1.039,0,1.098,"up"
"IllusionGamePCS_S349","IllusionGamePCS","MullerLyer","B",80,0.24183,30,0.839,1,1.386,"down"
"IllusionGamePCS_S349","IllusionGamePCS","VerticalHorizontal","B",1,0.08913,-36,0.692,0,0.738,"left"
"IllusionGamePCS_S349","IllusionGamePCS","VerticalHorizontal","B",2,0.24909,-9,0.948,0,0.568,"left"
"IllusionGamePCS_S349","IllusionGamePCS","VerticalHorizontal","B",3,-0.16122,9,0.715,0,0.612,"right"
"IllusionGamePCS_S349","IllusionGamePCS","VerticalHorizontal","B",4,0.16122,-36,0.901,0,0.627,"left"
"IllusionGamePCS_S349","IllusionGamePCS","VerticalHorizontal","B",5,0.08913,-45,0.779,0,0.517,"left"
"IllusionGamePCS_S349","IllusionGamePCS","VerticalHorizontal","B",6,-0.08913,-18,0.893,0,0.52,"right"
"IllusionGamePCS_S349","IllusionGamePCS","VerticalHorizontal","B",7,-0.24909,9,0.887,0,1.069,"right"
"IllusionGamePCS_S349","IllusionGamePCS","VerticalHorizontal","B",8,-0.03,-36,1.07,0,0.707,"right"
"IllusionGamePCS_S349","IllusionGamePCS","VerticalHorizontal","B",9,0.24909,-27,0.946,0,0.574,"left"
"IllusionGamePCS_S349","IllusionGamePCS","VerticalHorizontal","B",10,-0.24909,-9,1.058,0,0.793,"right"
"IllusionGamePCS_S349","IllusionGamePCS","VerticalHorizontal","B",11,-0.24909,-18,0.627,0,0.604,"right"
"IllusionGamePCS_S349","IllusionGamePCS","VerticalHorizontal","B",12,-0.03,-27,0.808,0,1.57,"right"
"IllusionGamePCS_S349","IllusionGamePCS","VerticalHorizontal","B",13,-0.24909,45,0.781,1,0.638,"left"
"IllusionGamePCS_S349","IllusionGamePCS","VerticalHorizontal","B",14,0.16122,-45,0.994,0,0.588,"left"
"IllusionGamePCS_S349","IllusionGamePCS","VerticalHorizontal","B",15,0.16122,9,0.979,0,0.966,"left"
"IllusionGamePCS_S349","IllusionGamePCS","VerticalHorizontal","B",16,-0.03,-18,0.63,0,0.7,"right"
"IllusionGamePCS_S349","IllusionGamePCS","VerticalHorizontal","B",17,0.16122,18,0.692,0,1.113,"left"
"IllusionGamePCS_S349","IllusionGamePCS","VerticalHorizontal","B",18,-0.24909,-45,0.937,0,0.623,"right"
"IllusionGamePCS_S349","IllusionGamePCS","VerticalHorizontal","B",19,0.08913,36,1.047,1,0.972,"right"
"IllusionGamePCS_S349","IllusionGamePCS","VerticalHorizontal","B",20,0.08913,-9,0.886,0,0.89,"left"
"IllusionGamePCS_S349","IllusionGamePCS","VerticalHorizontal","B",21,0.24909,36,1.031,1,1.038,"right"
"IllusionGamePCS_S349","IllusionGamePCS","VerticalHorizontal","B",22,0.03,18,0.936,1,1.915,"right"
"IllusionGamePCS_S349","IllusionGamePCS","VerticalHorizontal","B",23,0.16122,27,1.028,0,1.35,"left"
"IllusionGamePCS_S349","IllusionGamePCS","VerticalHorizontal","B",24,0.03,-45,0.701,0,0.85,"left"
"IllusionGamePCS_S349","IllusionGamePCS","VerticalHorizontal","B",25,-0.24909,36,0.769,1,0.885,"left"
"IllusionGamePCS_S349","IllusionGamePCS","VerticalHorizontal","B",26,-0.16122,27,0.821,0,1.685,"right"
"IllusionGamePCS_S349","IllusionGamePCS","VerticalHorizontal","B",27,-0.16122,36,1.089,1,0.651,"left"
"IllusionGamePCS_S349","IllusionGamePCS","VerticalHorizontal","B",28,0.24909,18,1.013,0,0.928,"left"
"IllusionGamePCS_S349","IllusionGamePCS","VerticalHorizontal","B",29,-0.03,45,0.743,1,1.296,"left"
"IllusionGamePCS_S349","IllusionGamePCS","VerticalHorizontal","B",30,0.08913,-18,0.716,0,1.231,"left"
"IllusionGamePCS_S349","IllusionGamePCS","VerticalHorizontal","B",31,-0.16122,-45,0.69,0,0.737,"right"
"IllusionGamePCS_S349","IllusionGamePCS","VerticalHorizontal","B",32,-0.08913,-27,1.021,0,0.958,"right"
"IllusionGamePCS_S349","IllusionGamePCS","VerticalHorizontal","B",33,-0.16122,-36,1.041,0,0.734,"right"
"IllusionGamePCS_S349","IllusionGamePCS","VerticalHorizontal","B",34,-0.08913,27,0.904,1,1.153,"left"
"IllusionGamePCS_S349","IllusionGamePCS","VerticalHorizontal","B",35,0.24909,27,0.776,0,0.792,"left"
"IllusionGamePCS_S349","IllusionGamePCS","VerticalHorizontal","B",36,-0.08913,-9,0.781,0,0.952,"right"
"IllusionGamePCS_S349","IllusionGamePCS","VerticalHorizontal","B",37,0.16122,-27,0.731,0,0.583,"left"
"IllusionGamePCS_S349","IllusionGamePCS","VerticalHorizontal","B",38,-0.08913,45,0.615,1,1.243,"left"
"IllusionGamePCS_S349","IllusionGamePCS","VerticalHorizontal","B",39,-0.16122,45,0.7,1,1.113,"left"
"IllusionGamePCS_S349","IllusionGamePCS","VerticalHorizontal","B",40,0.24909,9,1.057,0,1.366,"left"
"IllusionGamePCS_S349","IllusionGamePCS","VerticalHorizontal","B",41,-0.03,-9,1.096,1,1.019,"left"
"IllusionGamePCS_S349","IllusionGamePCS","VerticalHorizontal","B",42,-0.08913,18,0.639,1,0.991,"left"
"IllusionGamePCS_S349","IllusionGamePCS","VerticalHorizontal","B",43,-0.16122,-27,0.916,0,0.671,"right"
"IllusionGamePCS_S349","IllusionGamePCS","VerticalHorizontal","B",44,0.08913,9,0.901,0,0.807,"left"
"IllusionGamePCS_S349","IllusionGamePCS","VerticalHorizontal","B",45,0.03,36,0.667,1,0.935,"right"
"IllusionGamePCS_S349","IllusionGamePCS","VerticalHorizontal","B",46,-0.03,9,0.898,1,1.318,"left"
"IllusionGamePCS_S349","IllusionGamePCS","VerticalHorizontal","B",47,-0.16122,-18,0.716,0,0.831,"right"
"IllusionGamePCS_S349","IllusionGamePCS","VerticalHorizontal","B",48,0.08913,18,0.986,0,1.107,"left"
"IllusionGamePCS_S349","IllusionGamePCS","VerticalHorizontal","B",49,0.08913,-27,0.876,0,0.779,"left"
"IllusionGamePCS_S349","IllusionGamePCS","VerticalHorizontal","B",50,-0.08913,-36,0.899,0,0.703,"right"
"IllusionGamePCS_S349","IllusionGamePCS","VerticalHorizontal","B",51,0.03,-18,0.87,0,0.645,"left"
"IllusionGamePCS_S349","IllusionGamePCS","VerticalHorizontal","B",52,0.08913,45,0.7,1,0.608,"right"
"IllusionGamePCS_S349","IllusionGamePCS","VerticalHorizontal","B",53,0.16122,-9,1.019,0,0.655,"left"
"IllusionGamePCS_S349","IllusionGamePCS","VerticalHorizontal","B",54,0.08913,27,0.878,1,1.973,"right"
"IllusionGamePCS_S349","IllusionGamePCS","VerticalHorizontal","B",55,-0.16122,18,0.649,1,1.57,"left"
"IllusionGamePCS_S349","IllusionGamePCS","VerticalHorizontal","B",56,0.03,-36,0.838,0,1.409,"left"
"IllusionGamePCS_S349","IllusionGamePCS","VerticalHorizontal","B",57,0.16122,45,0.623,1,2.031,"right"
"IllusionGamePCS_S349","IllusionGamePCS","VerticalHorizontal","B",58,0.03,45,0.704,1,0.906,"right"
"IllusionGamePCS_S349","IllusionGamePCS","VerticalHorizontal","B",59,-0.24909,27,0.658,1,0.791,"left"
"IllusionGamePCS_S349","IllusionGamePCS","VerticalHorizontal","B",60,0.16122,36,0.855,1,1.129,"right"
"IllusionGamePCS_S349","IllusionGamePCS","VerticalHorizontal","B",61,-0.03,27,0.848,1,1.003,"left"
"IllusionGamePCS_S349","IllusionGamePCS","VerticalHorizontal","B",62,0.24909,-18,1.036,0,0.648,"left"
"IllusionGamePCS_S349","IllusionGamePCS","VerticalHorizontal","B",63,0.03,-9,0.933,0,0.784,"left"
"IllusionGamePCS_S349","IllusionGamePCS","VerticalHorizontal","B",64,-0.24909,-27,1.056,0,1.902,"right"
"IllusionGamePCS_S349","IllusionGamePCS","VerticalHorizontal","B",65,-0.03,36,0.922,1,0.617,"left"
"IllusionGamePCS_S349","IllusionGamePCS","VerticalHorizontal","B",66,-0.08913,36,0.77,1,0.661,"left"
"IllusionGamePCS_S349","IllusionGamePCS","VerticalHorizontal","B",67,0.24909,-45,0.646,0,0.636,"left"
"IllusionGamePCS_S349","IllusionGamePCS","VerticalHorizontal","B",68,-0.08913,9,1.046,1,1.542,"left"
"IllusionGamePCS_S349","IllusionGamePCS","VerticalHorizontal","B",69,-0.24909,-36,0.843,0,0.776,"right"
"IllusionGamePCS_S349","IllusionGamePCS","VerticalHorizontal","B",70,-0.03,-45,0.989,0,1.08,"right"
"IllusionGamePCS_S349","IllusionGamePCS","VerticalHorizontal","B",71,-0.16122,-9,1.025,0,1.235,"right"
"IllusionGamePCS_S349","IllusionGamePCS","VerticalHorizontal","B",72,-0.03,18,0.781,1,0.758,"left"
"IllusionGamePCS_S349","IllusionGamePCS","VerticalHorizontal","B",73,0.16122,-18,1.067,0,0.96,"left"
"IllusionGamePCS_S349","IllusionGamePCS","VerticalHorizontal","B",74,0.24909,45,0.714,1,1.974,"right"
"IllusionGamePCS_S349","IllusionGamePCS","VerticalHorizontal","B",75,0.03,9,0.907,0,2.339,"left"
"IllusionGamePCS_S349","IllusionGamePCS","VerticalHorizontal","B",76,-0.24909,18,1.042,1,1.144,"left"
"IllusionGamePCS_S349","IllusionGamePCS","VerticalHorizontal","B",77,-0.08913,-45,1,0,0.797,"right"
