"","parameter","group","coef","level","inv_metric","mean","step_size","Model"
"6071","z_3[1,1513]","Participant","bias_Intercept","IllusionGameSuggestibility_S326",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6072","z_3[1,1514]","Participant","bias_Intercept","IllusionGameSuggestibility_S327",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6073","z_3[1,1515]","Participant","bias_Intercept","IllusionGameSuggestibility_S328",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6074","z_3[1,1516]","Participant","bias_Intercept","IllusionGameSuggestibility_S329",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6075","z_3[1,1517]","Participant","bias_Intercept","IllusionGameSuggestibility_S330",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6076","z_3[1,1518]","Participant","bias_Intercept","IllusionGameSuggestibility_S331",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6077","z_3[1,1519]","Participant","bias_Intercept","IllusionGameSuggestibility_S332",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6078","z_3[1,1520]","Participant","bias_Intercept","IllusionGameSuggestibility_S333",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6079","z_3[1,1521]","Participant","bias_Intercept","IllusionGameSuggestibility_S334",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6080","z_3[1,1522]","Participant","bias_Intercept","IllusionGameSuggestibility_S335",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6081","z_3[1,1523]","Participant","bias_Intercept","IllusionGameSuggestibility_S336",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6082","z_3[1,1524]","Participant","bias_Intercept","IllusionGameSuggestibility_S337",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6083","z_3[1,1525]","Participant","bias_Intercept","IllusionGameSuggestibility_S338",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6084","z_3[1,1526]","Participant","bias_Intercept","IllusionGameSuggestibility_S339",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6085","z_3[1,1527]","Participant","bias_Intercept","IllusionGameSuggestibility_S340",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6086","z_3[1,1528]","Participant","bias_Intercept","IllusionGameSuggestibility_S341",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6087","z_3[1,1529]","Participant","bias_Intercept","IllusionGameSuggestibility_S342",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6088","z_3[1,1530]","Participant","bias_Intercept","IllusionGameSuggestibility_S343",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6089","z_3[1,1531]","Participant","bias_Intercept","IllusionGameSuggestibility_S344",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6090","z_3[1,1532]","Participant","bias_Intercept","IllusionGameSuggestibility_S345",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6091","z_3[1,1533]","Participant","bias_Intercept","IllusionGameSuggestibility_S346",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6092","z_3[1,1534]","Participant","bias_Intercept","IllusionGameSuggestibility_S347",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6093","z_3[1,1535]","Participant","bias_Intercept","IllusionGameSuggestibility_S348",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6094","z_3[1,1536]","Participant","bias_Intercept","IllusionGameSuggestibility_S349",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6095","z_3[1,1537]","Participant","bias_Intercept","IllusionGameSuggestibility_S350",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6096","z_3[1,1538]","Participant","bias_Intercept","IllusionGameSuggestibility_S351",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6097","z_3[1,1539]","Participant","bias_Intercept","IllusionGameSuggestibility_S352",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6098","z_3[1,1540]","Participant","bias_Intercept","IllusionGameSuggestibility_S353",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6099","z_3[1,1541]","Participant","bias_Intercept","IllusionGameSuggestibility_S354",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6100","z_3[1,1542]","Participant","bias_Intercept","IllusionGameSuggestibility_S355",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6101","z_3[1,1543]","Participant","bias_Intercept","IllusionGameSuggestibility_S356",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6102","z_3[1,1544]","Participant","bias_Intercept","IllusionGameSuggestibility_S357",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6103","z_3[1,1545]","Participant","bias_Intercept","IllusionGameSuggestibility_S358",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6104","z_3[1,1546]","Participant","bias_Intercept","IllusionGameSuggestibility_S359",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6105","z_3[1,1547]","Participant","bias_Intercept","IllusionGameSuggestibility_S360",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6106","z_3[1,1548]","Participant","bias_Intercept","IllusionGameSuggestibility_S361",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6107","z_3[1,1549]","Participant","bias_Intercept","IllusionGameSuggestibility_S362",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6108","z_3[1,1550]","Participant","bias_Intercept","IllusionGameSuggestibility_S363",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6109","z_3[1,1551]","Participant","bias_Intercept","IllusionGameSuggestibility_S364",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6110","z_3[1,1552]","Participant","bias_Intercept","IllusionGameSuggestibility_S365",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6111","z_3[1,1553]","Participant","bias_Intercept","IllusionGameSuggestibility_S366",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6112","z_3[1,1554]","Participant","bias_Intercept","IllusionGameSuggestibility_S367",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6113","z_3[1,1555]","Participant","bias_Intercept","IllusionGameSuggestibility_S368",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6114","z_3[1,1556]","Participant","bias_Intercept","IllusionGameSuggestibility_S369",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6115","z_3[1,1557]","Participant","bias_Intercept","IllusionGameSuggestibility_S370",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6116","z_3[1,1558]","Participant","bias_Intercept","IllusionGameSuggestibility_S371",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6117","z_3[1,1559]","Participant","bias_Intercept","IllusionGameSuggestibility_S372",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6118","z_3[1,1560]","Participant","bias_Intercept","IllusionGameSuggestibility_S373",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6119","z_3[1,1561]","Participant","bias_Intercept","IllusionGameSuggestibility_S374",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6120","z_3[1,1562]","Participant","bias_Intercept","IllusionGameSuggestibility_S375",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6121","z_3[1,1563]","Participant","bias_Intercept","IllusionGameSuggestibility_S376",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6122","z_3[1,1564]","Participant","bias_Intercept","IllusionGameSuggestibility_S377",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6123","z_3[1,1565]","Participant","bias_Intercept","IllusionGameSuggestibility_S378",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6124","z_3[1,1566]","Participant","bias_Intercept","IllusionGameSuggestibility_S379",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6125","z_3[1,1567]","Participant","bias_Intercept","IllusionGameSuggestibility_S380",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6126","z_3[1,1568]","Participant","bias_Intercept","IllusionGameSuggestibility_S381",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6127","z_3[1,1569]","Participant","bias_Intercept","IllusionGameSuggestibility_S382",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6128","z_3[1,1570]","Participant","bias_Intercept","IllusionGameSuggestibility_S383",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6129","z_3[1,1571]","Participant","bias_Intercept","IllusionGameSuggestibility_S384",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6130","z_3[1,1572]","Participant","bias_Intercept","IllusionGameSuggestibility_S385",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6131","z_3[1,1573]","Participant","bias_Intercept","IllusionGameSuggestibility_S386",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6132","z_3[1,1574]","Participant","bias_Intercept","IllusionGameSuggestibility_S387",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6133","z_3[1,1575]","Participant","bias_Intercept","IllusionGameSuggestibility_S389",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6134","z_3[1,1576]","Participant","bias_Intercept","IllusionGameSuggestibility_S390",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6135","z_3[1,1577]","Participant","bias_Intercept","IllusionGameSuggestibility_S391",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6136","z_3[1,1578]","Participant","bias_Intercept","IllusionGameSuggestibility_S392",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6137","z_3[1,1579]","Participant","bias_Intercept","IllusionGameSuggestibility_S393",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6138","z_3[1,1580]","Participant","bias_Intercept","IllusionGameSuggestibility_S394",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6139","z_3[1,1581]","Participant","bias_Intercept","IllusionGameSuggestibility_S395",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6140","z_3[1,1582]","Participant","bias_Intercept","IllusionGameSuggestibility_S396",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6141","z_3[1,1583]","Participant","bias_Intercept","IllusionGameSuggestibility_S397",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6142","z_3[1,1584]","Participant","bias_Intercept","IllusionGameSuggestibility_S398",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6143","z_3[1,1585]","Participant","bias_Intercept","IllusionGameSuggestibility_S399",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6144","z_3[1,1586]","Participant","bias_Intercept","IllusionGameSuggestibility_S400",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6145","z_3[1,1587]","Participant","bias_Intercept","IllusionGameSuggestibility_S401",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6146","z_3[1,1588]","Participant","bias_Intercept","IllusionGameSuggestibility_S402",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6147","z_3[1,1589]","Participant","bias_Intercept","IllusionGameSuggestibility_S403",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6148","z_3[1,1590]","Participant","bias_Intercept","IllusionGameSuggestibility_S404",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6149","z_3[1,1591]","Participant","bias_Intercept","IllusionGameSuggestibility_S405",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6150","z_3[1,1592]","Participant","bias_Intercept","IllusionGameSuggestibility_S406",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6151","z_3[1,1593]","Participant","bias_Intercept","IllusionGameSuggestibility_S407",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6152","z_3[1,1594]","Participant","bias_Intercept","IllusionGameSuggestibility_S408",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6153","z_3[1,1595]","Participant","bias_Intercept","IllusionGameSuggestibility_S409",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6154","z_3[1,1596]","Participant","bias_Intercept","IllusionGameSuggestibility_S410",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6155","z_3[1,1597]","Participant","bias_Intercept","IllusionGameSuggestibility_S411",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6156","z_3[1,1598]","Participant","bias_Intercept","IllusionGameSuggestibility_S412",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6157","z_3[1,1599]","Participant","bias_Intercept","IllusionGameSuggestibility_S413",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6158","z_3[1,1600]","Participant","bias_Intercept","IllusionGameSuggestibility_S414",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6159","z_3[1,1601]","Participant","bias_Intercept","IllusionGameSuggestibility_S415",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6160","z_3[1,1602]","Participant","bias_Intercept","IllusionGameSuggestibility_S416",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6161","z_3[1,1603]","Participant","bias_Intercept","IllusionGameSuggestibility_S417",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6162","z_3[1,1604]","Participant","bias_Intercept","IllusionGameSuggestibility_S418",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6163","z_3[1,1605]","Participant","bias_Intercept","IllusionGameSuggestibility_S419",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6164","z_3[1,1606]","Participant","bias_Intercept","IllusionGameSuggestibility_S420",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6165","z_3[1,1607]","Participant","bias_Intercept","IllusionGameSuggestibility_S421",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6166","z_3[1,1608]","Participant","bias_Intercept","IllusionGameSuggestibility_S422",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6167","z_3[1,1609]","Participant","bias_Intercept","IllusionGameSuggestibility_S424",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6168","z_3[1,1610]","Participant","bias_Intercept","IllusionGameSuggestibility_S425",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6169","z_3[1,1611]","Participant","bias_Intercept","IllusionGameSuggestibility_S426",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6170","z_3[1,1612]","Participant","bias_Intercept","IllusionGameSuggestibility_S427",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6171","z_3[1,1613]","Participant","bias_Intercept","IllusionGameSuggestibility_S428",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6172","z_3[1,1614]","Participant","bias_Intercept","IllusionGameSuggestibility_S429",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6173","z_3[1,1615]","Participant","bias_Intercept","IllusionGameSuggestibility_S430",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6174","z_3[1,1616]","Participant","bias_Intercept","IllusionGameSuggestibility_S431",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6175","z_3[1,1617]","Participant","bias_Intercept","IllusionGameSuggestibility_S432",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6176","z_3[1,1618]","Participant","bias_Intercept","IllusionGameSuggestibility_S433",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6177","z_3[1,1619]","Participant","bias_Intercept","IllusionGameSuggestibility_S434",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6178","z_3[1,1620]","Participant","bias_Intercept","IllusionGameSuggestibility_S435",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6179","z_3[1,1621]","Participant","bias_Intercept","IllusionGameSuggestibility_S436",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6180","z_3[1,1622]","Participant","bias_Intercept","IllusionGameSuggestibility_S437",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6181","z_3[1,1623]","Participant","bias_Intercept","IllusionGameSuggestibility_S438",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6182","z_3[1,1624]","Participant","bias_Intercept","IllusionGameSuggestibility_S439",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6183","z_3[1,1625]","Participant","bias_Intercept","IllusionGameSuggestibility_S440",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6184","z_3[1,1626]","Participant","bias_Intercept","IllusionGameSuggestibility_S441",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6185","z_3[1,1627]","Participant","bias_Intercept","IllusionGameSuggestibility_S442",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6186","z_3[1,1628]","Participant","bias_Intercept","IllusionGameSuggestibility_S443",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6187","z_3[1,1629]","Participant","bias_Intercept","IllusionGameSuggestibility_S444",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6188","z_3[1,1630]","Participant","bias_Intercept","IllusionGameSuggestibility_S445",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6189","z_3[1,1631]","Participant","bias_Intercept","IllusionGameSuggestibility_S446",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6190","z_3[1,1632]","Participant","bias_Intercept","IllusionGameSuggestibility_S447",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6191","z_3[1,1633]","Participant","bias_Intercept","IllusionGameSuggestibility_S448",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6192","z_3[1,1634]","Participant","bias_Intercept","IllusionGameSuggestibility_S449",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6193","z_3[1,1635]","Participant","bias_Intercept","IllusionGameSuggestibility_S450",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6194","z_3[1,1636]","Participant","bias_Intercept","IllusionGameSuggestibility_S451",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6195","z_3[1,1637]","Participant","bias_Intercept","IllusionGameSuggestibility_S452",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6196","z_3[1,1638]","Participant","bias_Intercept","IllusionGameSuggestibility_S453",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6197","z_3[1,1639]","Participant","bias_Intercept","IllusionGameSuggestibility_S454",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6198","z_3[1,1640]","Participant","bias_Intercept","IllusionGameSuggestibility_S455",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6199","z_3[1,1641]","Participant","bias_Intercept","IllusionGameSuggestibility_S456",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6200","z_3[1,1642]","Participant","bias_Intercept","IllusionGameSuggestibility_S457",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6201","z_3[1,1643]","Participant","bias_Intercept","IllusionGameSuggestibility_S458",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6202","z_3[1,1644]","Participant","bias_Intercept","IllusionGameSuggestibility_S459",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6203","z_3[1,1645]","Participant","bias_Intercept","IllusionGameSuggestibility_S460",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6204","z_3[1,1646]","Participant","bias_Intercept","IllusionGameSuggestibility_S461",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6205","z_3[1,1647]","Participant","bias_Intercept","IllusionGameSuggestibility_S462",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6206","z_3[1,1648]","Participant","bias_Intercept","IllusionGameSuggestibility_S463",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6207","z_3[1,1649]","Participant","bias_Intercept","IllusionGameSuggestibility_S464",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6208","z_3[1,1650]","Participant","bias_Intercept","IllusionGameSuggestibility_S465",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6209","z_3[1,1651]","Participant","bias_Intercept","IllusionGameSuggestibility_S466",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6210","z_3[1,1652]","Participant","bias_Intercept","IllusionGameSuggestibility_S467",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6211","z_3[1,1653]","Participant","bias_Intercept","IllusionGameSuggestibility_S468",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6212","z_3[1,1654]","Participant","bias_Intercept","IllusionGameSuggestibility_S469",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6213","z_3[1,1655]","Participant","bias_Intercept","IllusionGameSuggestibility_S470",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6214","z_3[1,1656]","Participant","bias_Intercept","IllusionGameSuggestibility_S471",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6215","z_3[1,1657]","Participant","bias_Intercept","IllusionGameSuggestibility_S472",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6216","z_3[1,1658]","Participant","bias_Intercept","IllusionGameSuggestibility_S473",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6217","z_3[1,1659]","Participant","bias_Intercept","IllusionGameSuggestibility_S474",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6218","z_3[1,1660]","Participant","bias_Intercept","IllusionGameSuggestibility_S475",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6219","z_3[1,1661]","Participant","bias_Intercept","IllusionGameSuggestibility_S476",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6220","z_3[1,1662]","Participant","bias_Intercept","IllusionGameSuggestibility_S477",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6221","z_3[1,1663]","Participant","bias_Intercept","IllusionGameSuggestibility_S478",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6222","z_3[1,1664]","Participant","bias_Intercept","IllusionGameSuggestibility_S479",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6223","z_3[1,1665]","Participant","bias_Intercept","IllusionGameSuggestibility_S480",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6224","z_3[1,1666]","Participant","bias_Intercept","IllusionGameSuggestibility_S481",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6225","z_3[1,1667]","Participant","bias_Intercept","IllusionGameSuggestibility_S482",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6226","z_3[1,1668]","Participant","bias_Intercept","IllusionGameSuggestibility_S483",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6227","z_3[1,1669]","Participant","bias_Intercept","IllusionGameSuggestibility_S484",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6228","z_3[1,1670]","Participant","bias_Intercept","IllusionGameSuggestibility_S485",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6229","z_3[1,1671]","Participant","bias_Intercept","IllusionGameSuggestibility_S486",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6230","z_3[1,1672]","Participant","bias_Intercept","IllusionGameSuggestibility_S487",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6231","z_3[1,1673]","Participant","bias_Intercept","IllusionGameSuggestibility_S488",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6232","z_3[1,1674]","Participant","bias_Intercept","IllusionGameSuggestibility_S489",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6233","z_3[1,1675]","Participant","bias_Intercept","IllusionGameSuggestibility_S490",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6234","z_3[1,1676]","Participant","bias_Intercept","IllusionGameSuggestibility_S491",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6235","z_3[1,1677]","Participant","bias_Intercept","IllusionGameSuggestibility_S492",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6236","z_3[1,1678]","Participant","bias_Intercept","IllusionGameSuggestibility_S493",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6237","z_3[1,1679]","Participant","bias_Intercept","IllusionGameSuggestibility_S494",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6238","z_3[1,1680]","Participant","bias_Intercept","IllusionGameSuggestibility_S495",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6239","z_3[1,1681]","Participant","bias_Intercept","IllusionGameSuggestibility_S496",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6240","z_3[1,1682]","Participant","bias_Intercept","IllusionGameSuggestibility_S497",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6241","z_3[1,1683]","Participant","bias_Intercept","IllusionGameSuggestibility_S498",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6242","z_3[1,1684]","Participant","bias_Intercept","IllusionGameSuggestibility_S499",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6243","z_3[1,1685]","Participant","bias_Intercept","IllusionGameSuggestibility_S500",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6244","z_3[1,1686]","Participant","bias_Intercept","IllusionGameSuggestibility_S501",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6245","z_3[1,1687]","Participant","bias_Intercept","IllusionGameSuggestibility_S502",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6246","z_3[1,1688]","Participant","bias_Intercept","IllusionGameSuggestibility_S503",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6247","z_3[1,1689]","Participant","bias_Intercept","IllusionGameSuggestibility_S504",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6248","z_3[1,1690]","Participant","bias_Intercept","IllusionGameSuggestibility_S505",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6249","z_3[1,1691]","Participant","bias_Intercept","IllusionGameSuggestibility_S506",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6250","z_3[1,1692]","Participant","bias_Intercept","IllusionGameSuggestibility_S507",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6251","z_3[1,1693]","Participant","bias_Intercept","IllusionGameSuggestibility_S508",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6252","z_3[1,1694]","Participant","bias_Intercept","IllusionGameSuggestibility_S509",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6253","z_3[1,1695]","Participant","bias_Intercept","IllusionGameSuggestibility_S510",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6254","z_3[1,1696]","Participant","bias_Intercept","IllusionGameSuggestibility_S511",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6255","z_3[1,1697]","Participant","bias_Intercept","IllusionGameSuggestibility_S512",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6256","z_3[1,1698]","Participant","bias_Intercept","IllusionGameSuggestibility_S513",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6257","z_3[1,1699]","Participant","bias_Intercept","IllusionGameSuggestibility_S514",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6258","z_3[1,1700]","Participant","bias_Intercept","IllusionGameSuggestibility_S515",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6259","z_3[1,1701]","Participant","bias_Intercept","IllusionGameSuggestibility_S516",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6260","z_3[1,1702]","Participant","bias_Intercept","IllusionGameSuggestibility_S517",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6261","z_3[1,1703]","Participant","bias_Intercept","IllusionGameSuggestibility_S518",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6262","z_3[1,1704]","Participant","bias_Intercept","IllusionGameSuggestibility_S519",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6263","z_3[1,1705]","Participant","bias_Intercept","IllusionGameSuggestibility_S520",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6264","z_3[1,1706]","Participant","bias_Intercept","IllusionGameSuggestibility_S521",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6265","z_3[1,1707]","Participant","bias_Intercept","IllusionGameSuggestibility_S522",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6266","z_3[1,1708]","Participant","bias_Intercept","IllusionGameSuggestibility_S523",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6267","z_3[1,1709]","Participant","bias_Intercept","IllusionGameSuggestibility_S524",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6268","z_3[1,1710]","Participant","bias_Intercept","IllusionGameSuggestibility_S525",0.8495013875,0,0.026863425,"gam_ddm4_muller"
"6269","z_3[1,1711]","Participant","bias_Intercept","IllusionGameSuggestibility_S526",0.8495013875,0,0.026863425,"gam_ddm4_muller"
